date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,SO2_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,95.0,76.917,58.0,2.458,2.708,0.25,0.292,7.5,5.9,1.438,-2.3
2011-01-02,99.0,73.5,51.0,2.0,2.208,0.208,0.208,5.875,9.2,3.021,-1.8
2011-01-03,61.0,48.833,41.0,0.417,0.417,0.0,0.0,0.375,6.2,3.438,1.8
2011-01-04,91.0,66.292,50.0,2.417,2.75,0.333,1.083,6.667,4.2,1.575,-1.2
2011-01-05,79.0,58.875,41.0,0.917,0.917,0.0,0.0,1.333,3.8,1.392,-0.3
2011-01-06,69.0,59.542,43.0,1.625,1.667,0.042,0.0,2.625,8.9,3.067,0.8
2011-01-07,68.0,57.25,41.0,1.042,1.083,0.042,0.0,2.583,6.2,1.792,-0.4
2011-01-08,71.0,55.375,36.0,0.958,0.958,0.0,0.0,1.0,4.9,1.746,-0.1
2011-01-09,75.0,61.75,40.0,3.292,3.458,0.167,0.042,4.5,6.5,1.538,-2.6
2011-01-10,78.0,58.042,41.0,2.773,2.955,0.182,0.591,3.652,7.3,2.812,0.4
2011-01-11,100.0,79.5,56.0,3.625,4.333,0.708,0.75,6.458,1.7,-0.925,-3.9
2011-01-12,75.0,59.125,46.0,2.625,3.125,0.5,0.0,1.292,3.1,-1.704,-7.0
2011-01-13,97.0,76.0,58.0,7.583,9.292,1.708,0.875,7.583,4.7,0.079,-2.9
2011-01-14,78.0,56.75,40.0,1.208,1.375,0.167,0.958,6.125,2.1,0.217,-0.7
2011-01-15,97.0,59.625,41.0,1.292,1.333,0.042,0.917,6.708,5.5,0.862,-2.8
2011-01-16,73.0,57.917,47.0,4.167,4.542,0.375,0.292,7.5,3.9,0.554,-2.3
2011-01-17,74.0,62.792,49.0,4.167,4.875,0.708,0.304,5.13,6.0,0.738,-2.9
2011-01-18,74.0,58.958,39.0,5.667,6.708,1.042,1.0,8.75,7.7,3.329,-0.1
2011-01-19,85.0,66.167,46.0,6.0,6.783,0.783,1.478,12.087,8.6,3.579,-0.1
2011-01-20,86.0,73.375,61.0,3.292,3.75,0.458,0.458,5.417,3.9,2.788,1.3
2011-01-21,100.0,98.333,92.0,8.458,9.167,0.708,0.458,6.708,1.4,0.379,-0.4
2011-01-22,100.0,95.375,73.0,4.125,4.333,0.208,0.125,1.292,4.4,2.271,0.0
2011-01-23,81.0,63.833,54.0,2.625,2.875,0.25,0.417,2.167,6.0,2.95,-0.9
2011-01-24,69.0,54.083,37.0,1.583,1.667,0.083,0.0,2.25,3.8,0.008,-2.1
2011-01-25,93.0,68.333,60.0,5.542,6.042,0.5,1.25,6.5,1.1,-1.329,-4.1
2011-01-26,77.0,59.833,39.0,2.25,2.583,0.333,0.583,3.208,2.6,-1.721,-4.0
2011-01-27,96.0,85.583,73.0,5.375,5.792,0.417,0.708,11.458,-0.6,-2.592,-3.7
2011-01-28,97.0,76.875,59.0,2.125,2.292,0.167,0.792,5.208,0.9,-2.988,-5.6
2011-01-29,86.0,63.958,44.0,1.208,1.208,0.0,0.208,4.0,1.4,-2.783,-7.5
2011-01-30,77.0,57.5,38.0,2.083,2.125,0.042,0.458,2.833,2.6,-1.338,-3.7
2011-01-31,76.0,63.042,49.0,1.792,2.125,0.333,1.0,2.4,3.1,-0.688,-2.7
2011-02-01,74.0,57.333,37.0,3.792,4.583,0.792,1.292,1.286,5.8,0.342,-4.3
2011-02-02,94.0,62.667,37.0,2.0,2.042,0.042,1.0,1.917,0.7,-1.471,-4.3
2011-02-03,76.0,60.917,43.0,2.708,3.125,0.417,0.75,4.708,3.9,-1.171,-4.3
2011-02-04,99.0,70.5,50.0,3.0,3.333,0.333,1.167,4.75,5.8,1.542,-2.7
2011-02-05,86.0,62.375,43.0,1.833,1.917,0.083,0.958,7.875,4.7,1.325,-1.6
2011-02-06,100.0,87.083,67.0,5.0,5.667,0.667,0.708,11.792,8.4,2.692,-2.9
2011-02-07,100.0,88.792,63.0,6.875,7.75,0.875,0.875,11.083,8.7,5.042,2.9
2011-02-08,80.0,59.333,38.0,2.333,2.667,0.333,1.083,4.958,4.4,0.788,-2.8
2011-02-09,78.0,66.208,49.0,2.261,2.783,0.522,0.478,3.25,2.4,-1.362,-3.7
2011-02-10,86.0,64.667,40.0,3.083,3.583,0.5,0.75,3.75,4.5,-0.504,-4.7
2011-02-11,89.0,58.208,38.0,2.542,2.708,0.167,0.875,4.583,2.4,-1.3,-5.1
2011-02-12,95.0,61.792,38.0,1.292,1.333,0.042,0.5,5.792,3.2,-0.554,-4.5
2011-02-13,79.0,60.083,46.0,3.292,3.625,0.333,0.958,6.458,5.9,1.938,0.1
2011-02-14,93.0,79.708,66.0,7.625,8.792,1.167,0.958,12.958,5.8,2.65,-0.6
2011-02-15,95.0,61.625,36.0,3.75,4.375,0.625,1.25,13.917,7.8,2.262,-1.6
2011-02-16,61.0,48.5,32.0,2.458,2.833,0.375,0.458,4.5,4.7,0.188,-2.6
2011-02-17,100.0,68.375,45.0,3.5,3.958,0.458,1.0,5.667,2.9,-1.908,-5.8
2011-02-18,75.0,52.708,30.0,1.625,1.875,0.25,0.583,4.75,1.5,-1.75,-5.4
2011-02-19,67.0,57.208,42.0,1.375,1.375,0.0,1.0,5.583,4.4,-0.029,-4.3
2011-02-20,85.0,64.792,39.0,2.952,3.19,0.238,0.696,7.043,6.5,1.15,-2.7
2011-02-21,77.0,55.583,42.0,2.958,3.333,0.375,2.792,18.25,9.5,3.75,-2.0
2011-02-22,82.0,65.875,52.0,4.542,5.0,0.458,1.667,9.875,5.1,1.183,-2.2
2011-02-23,100.0,87.125,54.0,6.625,7.208,0.583,0.833,12.667,10.1,3.838,0.8
2011-02-24,74.0,50.583,37.0,3.083,3.167,0.083,2.958,22.25,9.4,5.388,0.2
2011-02-25,100.0,93.0,72.0,5.292,5.875,0.583,0.958,6.75,1.4,0.642,-0.1
2011-02-26,100.0,78.833,56.0,2.708,3.0,0.292,0.542,8.208,3.8,0.579,-2.0
2011-02-27,75.0,56.5,41.0,1.333,1.417,0.083,0.542,3.792,2.9,-0.621,-4.9
2011-02-28,90.0,70.208,57.0,3.667,4.208,0.542,0.667,3.333,2.1,-1.742,-7.0
2011-03-01,100.0,88.0,64.0,11.167,13.292,2.125,0.875,13.958,9.3,3.483,-0.4
2011-03-02,100.0,95.417,63.0,10.75,11.917,1.167,0.875,10.375,4.9,0.838,-0.6
2011-03-03,100.0,93.923,82.0,4.227,4.727,0.5,1.13,11.167,3.5,0.735,-1.1
2011-03-04,86.0,66.818,55.0,2.333,2.625,0.292,0.708,5.75,3.5,0.365,-3.1
2011-03-05,100.0,99.125,84.0,9.708,11.75,2.042,0.625,8.375,7.1,1.8,-0.4
2011-03-06,100.0,98.208,90.0,8.542,10.292,1.75,0.542,5.0,8.8,6.767,5.0
2011-03-07,100.0,60.208,38.0,2.667,2.667,0.0,1.042,11.5,11.5,7.654,3.1
