date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,204.167,,,,19.75,12.417,14.292,1.875,26.25,,,,223.917
2011-01-02,202.625,,,,14.792,7.458,9.75,2.292,18.083,,,,217.417
2011-01-03,192.458,,,,11.333,6.375,6.708,0.333,7.25,,,,203.792
2011-01-04,197.5,,,,12.375,8.792,10.5,1.708,10.917,,,,209.875
2011-01-05,193.292,,,,9.5,5.917,6.042,0.125,7.25,,,,202.792
2011-01-06,198.0,,,,18.391,20.913,27.217,6.304,17.917,,,,216.391
2011-01-07,197.833,,,,17.458,13.917,18.167,4.25,11.5,,,,215.292
2011-01-08,197.0,,,,13.083,8.875,9.25,0.375,11.75,,,,210.083
2011-01-09,199.625,,,,16.667,14.833,16.833,2.0,24.667,,,,216.292
2011-01-10,197.667,,,,15.042,14.917,23.417,8.5,17.75,,,,212.708
2011-01-11,196.458,,,,14.333,12.333,17.958,5.625,14.792,,,,210.792
2011-01-12,194.333,,,,12.167,13.5,15.125,1.625,11.542,,,,206.5
2011-01-13,199.522,,,,24.565,29.391,42.478,13.087,20.083,,,,224.087
2011-01-14,196.667,,,,17.875,15.542,22.917,7.375,13.167,,,,214.542
2011-01-15,199.625,,,,14.417,11.375,12.25,0.875,20.25,,,,214.042
2011-01-16,195.958,,,,9.583,8.292,8.5,0.208,14.333,,,,205.542
2011-01-17,192.75,,,,11.625,8.292,9.375,1.083,12.125,,,,204.375
2011-01-18,200.833,,,,21.792,24.542,40.958,16.417,28.125,,,,222.625
2011-01-19,199.042,,,,18.5,14.542,30.333,15.792,28.292,,,,217.542
2011-01-20,191.333,,,,8.067,3.955,4.0,0.045,13.917,,,,199.4
2011-01-21,192.333,,,,8.333,4.833,5.042,0.208,9.625,,,,200.667
2011-01-22,193.583,,,,11.792,7.833,10.375,2.542,10.667,,,,205.375
2011-01-23,197.625,,,,17.333,12.583,21.333,8.75,26.667,,,,214.958
2011-01-24,196.458,,,,12.958,12.542,14.75,2.208,,,,,209.417
2011-01-25,199.0,,,,19.333,20.318,33.227,12.909,,,,,218.333
2011-01-26,195.167,,,,11.375,12.75,15.333,2.583,7.417,,,,206.542
