date,CH4_mean,CO_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,SO2_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-15,191.913,2.333,86.0,72.125,55.0,5.739,2.792,2.833,0.0,0.792,7.6,4.967,3.3,197.652
2011-01-16,188.478,2.0,86.0,69.083,55.0,4.913,2.75,2.875,0.0,0.364,6.6,5.296,4.1,193.391
2011-01-17,187.261,2.5,82.0,68.292,39.0,7.174,5.818,6.091,0.273,0.792,9.9,4.796,0.4,194.435
2011-01-18,190.391,3.083,86.0,69.167,39.0,9.957,9.417,10.917,1.5,0.917,11.0,4.792,-1.0,200.348
2011-01-19,187.0,2.083,86.0,81.292,69.0,6.957,6.75,6.875,0.125,0.625,7.5,6.496,5.3,193.957
2011-01-20,182.913,1.5,88.0,68.792,54.0,3.652,1.636,1.636,0.0,0.391,10.2,8.367,6.9,186.565
2011-01-21,189.609,1.958,89.0,78.75,64.0,5.609,4.708,4.875,0.167,0.417,10.1,7.108,4.7,195.217
2011-01-22,191.435,2.25,88.0,83.0,67.0,5.043,2.083,2.083,0.0,0.333,7.4,5.479,2.5,196.478
2011-01-23,195.522,2.273,87.0,75.25,54.0,5.13,2.458,2.667,0.167,2.208,5.6,2.867,0.8,200.652
2011-01-24,188.217,2.0,73.0,59.625,48.0,4.174,1.125,1.125,0.0,1.542,2.9,1.721,-0.1,192.391
2011-01-25,188.957,2.708,78.0,63.583,45.0,5.043,2.0,2.083,0.083,3.375,2.4,0.721,-1.0,194.0
2011-01-26,186.783,2.333,83.0,69.792,54.0,4.696,1.792,1.917,0.208,4.042,3.5,1.55,-0.3,191.478
2011-01-27,189.696,3.125,81.0,64.0,35.0,5.174,3.25,3.292,0.083,4.75,8.1,3.979,1.6,194.87
2011-01-28,188.435,2.833,80.0,63.167,49.0,4.826,2.818,2.818,0.0,2.348,7.4,4.946,2.4,193.261
2011-01-29,191.304,2.292,87.0,84.458,77.0,5.826,2.958,2.958,0.0,0.542,3.9,1.988,0.4,197.13
2011-01-30,194.174,2.583,91.0,77.667,51.0,5.652,3.458,3.708,0.333,3.542,4.7,1.792,0.3,199.826
2011-01-31,192.8,2.565,75.0,54.792,40.0,4.4,4.111,4.167,0.056,5.833,7.1,3.354,-0.8,197.2
2011-02-01,189.348,3.13,84.0,56.542,41.0,3.261,2.75,2.792,0.042,4.458,5.6,3.025,-0.4,192.609
2011-02-02,196.565,2.333,83.0,68.667,49.0,19.783,2.208,2.375,0.208,3.833,0.9,-1.321,-3.2,216.348
2011-02-03,,2.125,83.0,74.792,52.0,,2.292,2.333,0.0,1.542,4.8,0.892,-2.3,
2011-02-04,188.13,3.375,78.0,59.208,47.0,3.522,4.083,4.083,0.0,4.375,5.6,3.396,1.6,191.652
2011-02-05,197.391,4.375,80.0,67.417,48.0,6.087,5.909,5.955,0.0,2.957,7.7,3.638,0.9,203.478
2011-02-06,200.217,5.083,89.0,83.708,76.0,9.435,11.458,13.417,1.917,1.375,5.4,2.642,-1.0,209.652
2011-02-07,196.261,3.792,91.0,76.833,52.0,5.348,5.958,6.25,0.333,4.0,8.4,5.108,1.6,201.609
2011-02-08,186.0,2.208,83.0,68.167,51.0,3.375,2.083,2.208,0.208,2.375,0.9,-0.025,-1.1,189.375
2011-02-09,185.667,2.217,69.0,55.75,47.0,2.333,1.75,1.875,0.167,2.417,3.3,1.629,0.8,188.0
2011-02-10,186.435,2.0,74.0,62.25,45.0,3.043,2.167,2.25,0.042,2.542,5.9,2.842,-0.1,189.478
2011-02-11,186.261,2.333,78.0,66.542,47.0,3.435,2.042,2.083,0.042,0.875,5.2,2.675,0.8,189.696
2011-02-12,186.565,2.917,79.0,61.542,38.0,5.391,3.292,3.292,0.0,1.25,8.3,3.083,-0.3,191.957
2011-02-13,194.609,3.875,88.0,83.333,78.0,6.565,10.909,12.136,1.273,1.391,3.9,2.9,1.3,201.174
2011-02-14,194.478,4.25,90.0,87.542,80.0,11.0,9.958,11.833,1.792,1.042,7.2,4.346,3.2,205.478
2011-02-15,190.435,3.125,90.0,80.792,67.0,4.739,4.792,5.583,0.708,1.0,6.0,3.917,1.5,195.174
2011-02-16,188.826,2.333,77.0,61.875,46.0,3.478,3.458,4.0,0.5,2.5,6.0,3.404,1.2,192.304
2011-02-17,187.652,2.391,84.0,63.708,41.0,3.435,2.833,3.25,0.5,3.958,4.4,1.758,-1.2,191.087
2011-02-18,189.087,2.0,86.0,76.25,61.0,2.826,1.625,1.667,0.042,1.0,2.3,0.175,-0.7,191.913
2011-02-19,187.652,2.0,88.0,83.833,78.0,2.87,1.583,1.583,0.0,0.708,3.0,0.838,-0.4,190.522
2011-02-20,188.0,2.5,84.0,69.625,52.0,4.391,4.708,5.042,0.458,0.958,7.8,2.812,-0.1,192.391
2011-02-21,190.696,3.042,84.0,71.625,49.0,6.565,6.955,8.455,1.5,2.652,9.6,4.975,1.4,197.261
2011-02-22,188.826,3.333,93.0,77.375,55.0,6.217,6.542,7.208,0.667,1.333,11.0,5.696,-0.2,195.043
2011-02-23,193.957,3.25,91.0,75.583,58.0,5.522,4.542,4.75,0.167,2.292,12.4,8.638,6.1,199.478
2011-02-24,187.652,2.958,68.0,58.083,47.0,3.391,3.0,3.042,0.042,2.208,9.5,7.0,4.8,191.043
2011-02-25,192.87,2.783,87.0,79.375,66.0,4.087,3.625,3.75,0.167,0.458,8.1,5.862,4.4,196.957
2011-02-26,186.391,2.0,81.0,62.833,48.0,2.348,1.542,1.542,0.0,0.542,5.4,3.496,1.5,188.739
2011-02-27,187.739,2.292,87.0,83.167,73.0,3.957,4.208,4.417,0.167,0.667,3.6,1.225,0.0,191.696
2011-02-28,188.174,2.333,85.0,68.917,47.0,4.0,4.708,5.25,0.458,0.875,6.5,2.867,-1.6,192.174
2011-03-01,186.0,2.417,89.0,78.917,64.0,5.35,6.042,6.667,0.708,0.917,13.1,6.954,0.9,191.35
2011-03-02,185.696,2.125,91.0,83.458,71.0,3.348,2.833,2.833,0.0,0.542,8.4,7.9,7.1,189.043
2011-03-03,185.957,2.667,81.0,69.375,55.0,3.435,2.0,2.0,0.0,0.833,11.1,8.083,6.3,189.391
2011-03-04,190.522,2.13,90.0,74.667,56.0,5.0,2.25,2.25,0.0,0.75,7.4,6.171,5.4,195.522
2011-03-05,197.391,2.875,93.0,90.958,90.0,6.522,7.042,7.625,0.5,0.667,10.5,8.371,5.9,203.913
2011-03-06,191.696,3.292,94.0,86.208,76.0,5.739,3.542,3.667,0.125,1.083,13.1,10.025,8.8,197.435
2011-03-07,193.174,7.042,84.0,68.75,54.0,8.522,6.667,7.0,0.333,3.583,11.6,8.429,4.9,201.696
2011-03-08,191.522,5.875,90.0,71.625,45.0,7.217,5.318,6.091,0.818,1.304,11.6,7.175,3.0,198.739
2011-03-09,189.609,4.458,83.0,69.083,61.0,4.783,4.292,4.292,0.042,2.083,10.2,8.396,6.5,194.391
2011-03-10,187.348,2.458,83.0,75.375,56.0,3.957,2.375,2.375,0.0,0.167,7.8,5.2,-0.3,191.304
2011-03-11,189.0,2.375,88.0,66.875,40.0,4.478,1.792,1.792,0.0,1.0,7.1,2.512,-1.1,193.478
2011-03-12,187.174,2.261,80.0,70.125,55.0,3.957,2.0,2.25,0.25,5.333,6.1,2.467,0.5,191.13
2011-03-13,185.783,2.292,79.0,63.167,49.0,4.478,2.542,2.542,0.0,1.0,6.7,3.75,0.9,190.261
2011-03-14,187.957,2.833,83.0,66.75,49.0,4.348,3.0,3.125,0.083,2.75,11.4,5.867,-1.0,192.304
2011-03-15,187.13,3.208,75.0,60.167,43.0,5.609,4.208,4.458,0.25,4.0,10.1,7.225,1.5,192.739
2011-03-16,192.783,2.75,83.0,61.083,44.0,6.174,5.091,5.409,0.364,1.348,13.0,7.462,0.9,198.957
2011-03-17,189.043,3.208,92.0,84.458,77.0,4.783,1.875,1.875,0.0,0.0,14.1,11.438,9.0,193.826
2011-03-18,192.826,2.958,93.0,89.25,83.0,4.783,1.792,1.833,0.0,0.0,11.2,10.388,8.3,197.609
2011-03-19,188.826,2.292,82.0,67.417,51.0,4.087,2.542,2.875,0.292,2.0,7.6,5.038,0.1,192.913
2011-03-20,187.652,2.087,85.0,69.333,46.0,4.696,2.167,2.208,0.083,0.5,9.8,4.433,-0.4,192.348
2011-03-21,186.348,2.333,85.0,64.917,37.0,4.435,2.708,2.75,0.083,1.917,11.9,6.258,1.2,190.783
2011-03-22,187.739,2.708,86.0,75.25,62.0,5.957,5.435,5.696,0.304,2.792,12.1,7.3,1.8,193.696
2011-03-23,189.0,2.333,90.0,87.458,80.0,5.391,4.042,4.125,0.042,0.75,9.8,8.554,7.2,194.391
2011-03-24,192.435,3.083,91.0,71.083,48.0,5.13,2.136,2.136,0.0,0.783,9.1,7.888,5.5,197.565
2011-03-25,188.261,2.0,73.0,51.958,39.0,4.174,1.875,1.875,0.0,0.875,9.5,6.142,3.0,192.435
2011-03-26,188.13,2.292,85.0,71.375,55.0,4.391,2.667,2.875,0.125,2.875,8.1,4.592,2.0,192.522
2011-03-27,188.565,3.375,85.0,66.0,43.0,5.696,4.208,4.542,0.25,2.875,13.6,7.625,0.0,194.261
2011-03-28,186.261,2.826,81.0,61.5,39.0,4.609,3.625,3.875,0.083,4.542,14.9,10.738,3.6,190.87
2011-03-29,188.261,2.667,87.0,60.042,33.0,4.783,3.5,3.667,0.125,1.083,18.0,9.675,1.9,193.043
2011-03-30,189.0,2.417,68.0,56.875,48.0,3.304,2.208,2.208,0.0,3.125,18.6,15.033,12.0,192.304
2011-03-31,188.522,2.208,86.0,70.333,48.0,4.783,2.25,2.25,0.0,0.792,13.9,8.9,3.7,193.304
2011-04-01,192.632,3.292,92.0,65.042,41.0,6.632,3.542,3.583,0.0,1.167,18.4,10.142,2.7,199.263
2011-04-02,186.739,2.417,80.0,67.667,61.0,4.609,2.0,2.0,0.0,0.625,11.7,8.612,7.2,191.348
2011-04-03,185.87,2.0,68.0,52.458,43.0,3.261,0.792,0.792,0.0,0.667,10.5,7.983,5.6,189.13
2011-04-04,186.87,2.0,74.0,57.667,44.0,3.391,0.833,0.833,0.0,0.917,11.0,7.371,3.1,190.261
2011-04-05,186.217,2.167,89.0,65.583,39.0,4.652,2.417,2.5,0.125,0.792,14.0,8.288,0.6,190.87
2011-04-06,187.609,2.542,94.0,68.792,33.0,6.13,3.792,4.042,0.208,1.125,20.4,10.975,2.1,193.739
2011-04-07,189.652,1.875,82.0,65.625,52.0,5.391,2.136,2.136,0.0,0.609,19.0,14.8,9.2,195.043
2011-04-08,187.522,1.917,96.0,89.292,67.0,4.739,2.458,2.458,0.0,0.042,16.1,13.004,11.0,192.261
2011-04-09,187.435,2.417,97.0,83.833,61.0,5.174,1.708,1.708,0.0,0.375,17.3,12.358,7.5,192.609
2011-04-10,191.043,2.792,92.0,62.667,38.0,5.391,2.208,2.208,0.0,1.708,19.7,12.379,5.7,196.435
2011-04-11,186.348,2.739,95.0,79.625,61.0,4.957,3.167,3.167,0.0,1.0,11.9,8.358,3.7,191.304
2011-04-12,186.478,2.583,97.0,72.792,41.0,4.609,2.083,2.167,0.083,0.833,16.8,10.083,3.4,191.087
2011-04-13,185.87,2.583,70.0,59.708,50.0,4.0,1.625,1.625,0.0,1.75,16.8,13.233,7.6,189.87
2011-04-14,190.739,2.958,81.0,64.167,53.0,5.435,3.125,3.125,0.0,2.333,19.2,13.538,8.1,196.174
2011-04-15,189.739,2.708,92.0,80.5,66.0,6.304,3.318,3.364,0.045,0.913,17.5,14.154,9.2,196.043
2011-04-16,186.087,2.583,84.0,69.792,57.0,4.826,1.667,1.667,0.0,0.375,16.8,11.746,5.3,190.913
2011-04-17,186.609,2.0,90.0,70.625,51.0,4.087,1.5,1.5,0.0,0.625,14.0,9.05,2.9,190.696
2011-04-18,191.957,2.5,90.0,84.083,72.0,6.13,3.875,4.125,0.333,1.083,14.7,10.679,7.8,198.087
2011-04-19,187.13,2.0,92.0,85.542,79.0,3.391,0.75,0.75,0.0,0.0,11.5,8.646,7.0,190.522
2011-04-20,184.087,2.0,92.0,74.875,62.0,3.609,1.458,1.458,0.0,0.25,13.5,9.975,5.9,187.696
2011-04-21,187.478,2.375,96.0,74.208,48.0,5.652,2.75,3.083,0.292,0.75,18.6,12.004,4.3,193.13
2011-04-22,188.364,2.708,87.0,78.292,69.0,6.045,4.083,4.292,0.208,1.208,16.6,13.783,9.6,194.409
2011-04-23,188.348,2.5,94.0,79.417,61.0,5.087,1.909,1.909,0.0,0.304,15.9,12.4,8.0,193.435
2011-04-24,186.826,2.667,88.0,68.375,46.0,4.696,2.333,2.333,0.0,1.0,15.8,12.146,8.3,191.522
2011-04-25,185.174,2.5,80.0,59.583,41.0,4.13,1.625,1.625,0.0,1.0,16.5,13.767,9.8,189.304
2011-04-26,189.783,3.0,87.0,75.458,61.0,8.0,6.292,6.625,0.125,1.417,17.8,13.946,9.9,197.783
2011-04-27,189.696,2.391,94.0,79.042,61.0,4.913,2.083,2.083,0.0,1.417,22.1,16.554,12.5,194.609
2011-04-28,185.417,2.333,92.0,83.958,67.0,4.5,1.958,2.0,0.0,0.083,14.4,11.638,7.8,189.917
2011-04-29,,2.5,94.0,71.542,41.0,,2.667,2.708,0.0,0.708,18.3,13.425,7.2,
2011-04-30,,2.167,89.0,66.208,50.0,,1.625,1.625,0.0,1.833,22.2,18.638,11.3,
2011-05-01,,2.375,90.0,76.375,63.0,,0.591,0.636,0.0,0.478,20.6,18.412,15.3,
2011-05-02,188.0,3.208,91.0,73.792,51.0,10.5,2.5,2.792,0.042,0.708,20.0,15.621,11.0,198.5
2011-05-03,190.174,3.333,93.0,79.25,57.0,8.478,2.917,3.167,0.125,0.583,20.6,14.725,10.6,198.652
2011-05-04,185.609,2.667,93.0,76.125,54.0,5.87,1.75,1.875,0.125,0.458,19.6,14.225,9.6,191.478
2011-05-05,183.304,2.0,87.0,75.875,61.0,4.261,0.958,0.958,0.0,0.042,17.4,13.946,11.6,187.565
2011-05-06,187.13,2.667,94.0,70.333,46.0,6.478,3.375,3.958,0.375,0.833,24.6,18.042,10.2,193.609
2011-05-07,184.696,,87.0,69.5,56.0,5.652,1.458,1.5,0.0,0.958,25.5,20.892,18.2,190.348
2011-05-08,185.739,,95.0,77.875,53.0,6.304,1.833,2.042,0.0,1.083,22.5,19.046,14.6,192.043
2011-05-09,188.652,,90.0,76.0,56.0,6.87,3.045,3.136,0.091,1.087,27.9,20.458,13.8,195.522
2011-05-10,183.261,,98.0,93.083,78.0,5.478,2.0,2.083,0.083,0.25,23.9,20.804,18.2,188.739
2011-05-11,189.435,,98.0,97.792,97.0,6.435,3.042,3.083,0.0,0.0,18.0,15.758,14.4,195.87
2011-05-12,193.435,,99.0,95.875,91.0,7.087,3.708,4.0,0.25,0.375,20.5,17.025,14.8,200.522
2011-05-13,184.217,,94.0,63.875,51.0,5.565,1.75,1.75,0.0,1.0,19.5,17.858,15.5,189.783
2011-05-14,184.87,,70.0,60.125,49.0,5.391,2.083,2.083,0.0,1.625,22.0,18.592,14.4,190.261
2011-05-15,185.696,,79.0,59.5,44.0,6.087,2.083,2.083,0.0,1.042,23.3,17.912,12.2,191.783
2011-05-16,187.217,2.889,90.0,65.208,43.0,6.174,2.292,2.292,0.0,2.208,22.8,18.458,13.1,193.391
2011-05-17,190.125,2.792,92.0,79.333,63.0,7.5,2.364,2.455,0.0,0.913,23.0,17.667,12.9,197.625
2011-05-18,,2.667,87.0,67.875,42.0,,2.792,2.958,0.0,1.125,24.8,17.767,10.0,
2011-05-19,,2.958,91.0,71.833,42.0,,3.0,3.333,0.167,1.333,27.0,19.617,12.2,
2011-05-20,,2.208,91.0,72.292,50.0,,2.542,2.583,0.125,1.25,28.5,22.096,15.2,
2011-05-21,,1.87,94.0,82.5,68.0,,2.292,2.583,0.167,0.833,28.2,22.533,20.1,
2011-05-22,,1.833,96.0,87.958,74.0,,1.5,1.708,0.042,0.0,20.7,17.029,14.4,
2011-05-23,,2.0,94.0,84.833,77.0,,2.25,2.333,0.042,0.333,16.3,15.296,14.1,
2011-05-24,,1.917,89.0,71.75,52.0,,1.833,1.958,0.0,0.625,22.2,17.746,14.3,
2011-05-25,183.0,2.042,93.0,76.583,55.0,3.5,2.727,3.091,0.318,0.913,25.7,19.429,14.8,186.5
2011-05-26,184.522,2.167,92.0,81.792,53.0,4.609,3.667,3.875,0.083,1.0,23.1,18.742,16.6,189.13
2011-05-27,185.957,2.208,90.0,80.958,61.0,4.348,3.0,3.125,0.083,0.5,24.2,19.808,17.0,190.304
2011-05-28,187.217,2.083,96.0,94.208,91.0,4.217,2.792,3.042,0.083,0.0,19.4,18.212,17.6,191.435
2011-05-29,184.522,2.0,96.0,94.667,92.0,2.696,0.375,0.375,0.0,0.042,18.0,16.862,15.0,187.217
2011-05-30,183.174,2.0,97.0,94.292,92.0,2.043,0.333,0.375,0.0,0.0,15.5,15.062,14.7,185.217
2011-05-31,184.739,2.0,98.0,90.208,78.0,2.652,1.5,1.583,0.042,0.208,19.5,16.417,14.7,187.391
2011-06-01,188.609,2.417,96.0,90.792,67.0,4.783,3.25,3.458,0.292,0.75,24.3,18.396,16.1,193.391
2011-06-02,190.609,2.208,98.0,88.958,71.0,4.174,2.727,2.909,0.091,0.174,24.2,19.271,16.3,194.783
2011-06-03,188.826,2.5,93.0,83.292,70.0,4.348,2.792,3.0,0.083,0.417,25.4,20.867,17.9,193.174
2011-06-04,189.609,2.292,95.0,78.5,67.0,4.087,1.5,1.5,0.0,0.75,25.1,21.821,18.3,193.696
2011-06-05,197.261,2.333,93.0,78.875,61.0,5.261,2.0,2.0,0.0,0.917,25.3,20.642,16.9,202.522
2011-06-06,197.478,2.87,96.0,73.75,55.0,5.478,3.0,3.083,0.083,0.958,27.5,21.171,14.8,202.957
2011-06-07,200.217,2.5,91.0,70.958,52.0,6.13,3.375,3.583,0.125,1.0,27.9,22.658,18.3,206.348
2011-06-08,196.478,2.375,90.0,73.917,64.0,5.957,2.708,2.875,0.042,0.875,26.7,23.092,19.4,202.435
2011-06-09,198.174,2.792,94.0,81.125,64.0,5.565,2.208,2.292,0.083,0.917,27.0,22.633,18.6,203.739
2011-06-10,192.652,2.917,97.0,88.5,79.0,5.652,2.5,3.091,0.455,0.391,24.4,21.933,19.3,198.304
2011-06-11,192.087,2.0,98.0,86.792,70.0,3.913,1.583,2.083,0.417,0.042,25.4,21.429,19.2,196.0
2011-06-12,205.87,2.167,97.0,94.333,92.0,5.957,2.375,2.917,0.417,0.0,21.2,19.846,18.6,211.826
2011-06-13,188.522,2.083,98.0,86.875,69.0,3.87,1.042,1.208,0.417,0.0,25.8,20.967,17.4,192.391
2011-06-14,185.522,2.043,91.0,79.667,60.0,3.435,1.333,1.833,0.458,0.042,24.9,20.867,18.5,188.957
2011-06-15,197.087,2.208,96.0,81.417,65.0,5.043,2.833,3.625,0.667,0.75,24.8,20.962,17.0,202.13
2011-06-16,193.435,2.208,93.0,79.167,64.0,5.0,3.458,4.083,0.583,0.708,23.8,21.379,18.4,198.435
2011-06-17,199.87,2.0,96.0,77.5,60.0,4.609,2.042,2.667,0.625,0.708,26.9,21.971,17.1,204.478
2011-06-18,193.957,1.958,94.0,88.208,81.0,3.87,2.409,2.5,0.0,0.087,22.9,20.867,20.1,197.826
2011-06-19,189.913,2.0,93.0,82.958,61.0,4.261,2.083,2.125,0.042,0.292,26.7,22.517,20.2,194.174
2011-06-20,198.696,2.333,95.0,85.917,69.0,6.261,3.542,3.958,0.333,0.292,28.0,23.642,20.7,204.957
2011-06-21,184.652,1.5,96.0,82.292,68.0,3.696,1.583,1.583,0.083,0.25,28.1,24.575,21.5,188.348
2011-06-22,206.348,1.783,95.0,86.333,77.0,5.913,2.958,3.333,0.208,0.5,28.6,25.762,23.4,212.261
2011-06-23,182.957,1.583,94.0,80.375,64.0,3.87,1.458,1.708,0.125,0.125,31.5,27.529,24.5,186.826
2011-06-24,181.043,1.0,94.0,77.958,68.0,3.304,1.208,1.375,0.042,0.292,30.8,28.021,25.2,184.348
2011-06-25,193.087,1.0,95.0,87.5,77.0,3.478,2.125,2.458,0.292,0.042,29.1,25.375,23.0,196.565
2011-06-26,183.87,1.417,97.0,88.417,75.0,5.13,2.409,2.909,0.455,0.174,28.8,25.562,22.8,189.0
2011-06-27,186.261,1.917,96.0,86.917,75.0,4.522,1.75,1.917,0.125,0.208,27.5,25.117,21.5,190.783
2011-06-28,182.565,1.167,94.0,85.125,70.0,3.913,1.667,2.208,0.5,0.417,30.1,26.704,24.0,186.478
2011-06-29,192.857,1.045,95.0,76.875,58.0,4.0,1.143,1.524,0.381,0.955,32.5,28.308,24.0,196.857
2011-06-30,180.273,1.043,93.0,77.333,61.0,4.091,1.0,1.667,0.583,1.708,31.6,27.967,23.7,184.364
2011-07-01,201.043,1.708,97.0,92.833,86.0,5.174,1.958,2.458,0.583,0.542,26.1,24.567,24.0,206.217
2011-07-02,187.087,2.0,97.0,93.583,89.0,3.957,1.042,1.292,0.0,0.0,25.6,24.562,23.7,191.043
2011-07-03,210.217,2.167,97.0,85.875,73.0,6.435,1.75,2.292,0.375,0.167,30.8,27.15,23.4,216.652
2011-07-04,180.261,1.75,97.0,90.167,79.0,3.652,1.591,1.591,0.045,0.783,28.1,25.6,24.1,183.913
2011-07-05,199.957,2.875,92.0,79.0,66.0,5.174,1.708,1.708,0.0,1.708,29.2,25.175,21.6,205.13
2011-07-06,221.261,3.375,96.0,84.042,65.0,7.87,4.167,4.375,0.208,0.75,29.3,24.625,19.7,229.13
2011-07-07,202.348,1.833,98.0,96.625,94.0,5.826,3.208,3.708,0.458,0.208,25.5,24.112,23.4,208.174
2011-07-08,186.833,1.111,95.0,77.208,64.0,5.056,1.947,2.158,0.211,1.0,33.5,29.062,24.9,191.889
2011-07-09,181.87,1.0,89.0,72.458,57.0,4.304,1.042,1.208,0.083,0.167,34.5,29.167,23.3,186.174
2011-07-10,203.522,1.0,93.0,77.208,58.0,5.087,1.333,1.458,0.0,0.167,32.6,27.533,23.2,208.609
2011-07-11,211.739,1.625,94.0,81.917,62.0,6.348,2.833,3.333,0.458,1.625,33.6,27.417,23.6,218.087
2011-07-12,214.957,1.875,96.0,83.0,62.0,6.87,3.045,3.773,0.864,1.478,32.6,27.246,23.9,221.826
2011-07-13,194.348,1.5,94.0,78.0,57.0,6.304,3.125,3.875,0.833,1.0,34.9,28.354,22.9,200.652
2011-07-14,215.217,1.458,95.0,73.75,55.0,5.696,2.708,3.75,1.042,1.958,33.0,28.5,24.8,220.913
2011-07-15,223.478,1.375,94.0,74.792,57.0,5.913,2.875,3.625,0.917,2.0,33.3,28.133,23.3,229.391
2011-07-16,216.217,1.609,95.0,76.708,60.0,5.87,2.417,2.792,0.583,0.667,33.0,28.533,23.6,222.087
2011-07-17,201.0,1.833,94.0,76.0,59.0,5.913,2.167,2.708,0.458,0.833,33.2,29.121,24.6,206.913
2011-07-18,183.13,1.208,84.0,75.0,66.0,5.348,2.25,3.083,0.542,0.583,30.8,28.962,27.5,188.478
2011-07-19,173.609,1.0,89.0,82.458,74.0,4.174,1.333,1.667,0.375,0.042,27.6,26.325,25.4,177.783
2011-07-20,177.522,1.0,95.0,86.75,76.0,3.13,1.273,1.545,0.364,1.957,26.8,25.212,22.8,180.652
2011-07-21,183.261,1.042,96.0,90.667,83.0,3.391,1.833,2.375,0.583,3.292,25.0,23.267,22.1,186.652
2011-07-22,191.913,1.083,91.0,81.542,64.0,3.391,1.792,2.25,0.292,1.792,27.3,23.75,22.1,195.304
2011-07-23,189.87,1.042,93.0,79.708,66.0,3.696,1.542,1.625,0.125,0.542,28.4,24.112,21.0,193.565
2011-07-24,187.783,1.13,93.0,77.208,56.0,4.087,1.875,2.167,0.167,0.917,30.1,25.267,20.8,191.87
2011-07-25,191.826,2.292,96.0,90.958,78.0,6.565,4.292,4.75,0.333,0.75,29.3,24.962,23.0,198.391
2011-07-26,197.739,2.542,97.0,83.583,62.0,7.13,3.708,4.208,0.542,0.792,32.9,26.692,22.7,204.87
2011-07-27,201.087,1.792,92.0,86.5,74.0,5.652,2.708,2.917,0.167,1.125,30.2,26.579,24.9,206.739
2011-07-28,189.913,1.167,94.0,79.5,63.0,4.696,1.636,2.136,0.682,1.522,31.5,27.658,24.2,194.609
2011-07-29,175.1,1.0,86.0,78.875,68.0,3.45,0.708,0.917,0.208,0.875,30.8,27.867,25.1,178.55
2011-07-30,180.913,1.375,90.0,83.375,72.0,3.609,1.083,1.292,0.042,0.417,30.8,27.1,24.0,184.522
2011-07-31,200.739,1.792,92.0,83.542,70.0,3.87,1.0,1.083,0.0,0.0,29.4,25.921,23.4,204.609
2011-08-01,196.478,2.13,95.0,81.833,66.0,5.261,2.667,3.167,0.417,1.5,31.5,26.938,22.9,201.739
2011-08-02,199.0,2.25,92.0,78.5,60.0,6.13,3.167,3.583,0.417,2.125,32.7,28.108,24.5,205.13
2011-08-03,193.826,1.708,93.0,74.917,55.0,5.565,2.833,3.417,0.458,0.75,34.3,28.846,24.2,199.391
2011-08-04,188.826,1.25,85.0,68.167,47.0,4.783,2.542,2.917,0.417,1.625,35.7,29.2,24.5,193.609
2011-08-05,195.0,1.625,93.0,74.958,58.0,6.391,4.227,4.591,0.318,0.783,33.4,29.017,24.1,201.391
2011-08-06,186.391,1.542,94.0,79.417,57.0,6.174,3.667,4.208,0.333,0.542,35.4,28.883,25.3,192.565
2011-08-07,184.826,1.625,96.0,77.125,57.0,5.783,2.875,3.208,0.333,0.75,35.4,29.367,24.0,190.609
2011-08-08,192.304,1.833,93.0,73.5,55.0,7.087,3.5,4.125,0.5,0.833,35.4,29.908,25.5,199.391
