date,HUM_max,HUM_mean,HUM_min,PM25_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,,,,25.292,,,
2011-01-02,,,,12.708,,,
2011-01-03,,,,29.917,,,
2011-01-04,,,,20.417,,,
2011-01-05,,,,13.667,,,
2011-01-06,,,,13.045,,,
2011-01-07,,,,4.75,,,
2011-01-08,,,,4.667,,,
2011-01-09,,,,32.583,,,
2011-01-10,,,,42.458,,,
2011-01-11,,,,13.125,,,
2011-01-12,,,,7.792,,,
2011-01-13,,,,25.333,,,
2011-01-14,,,,23.5,,,
2011-01-15,,,,11.333,,,
2011-01-16,,,,11.667,,,
2011-01-17,,,,6.292,,,
2011-01-18,,,,9.583,,,
2011-01-19,,,,10.583,,,
2011-01-20,,,,3.708,,,
2011-01-21,,,,5.625,,,
2011-01-22,,,,8.708,,,
2011-01-23,,,,7.25,,,
2011-01-24,,,,11.125,,,
2011-01-25,,,,12.375,,,
2011-01-26,,,,9.125,,,
2011-01-27,,,,22.958,,,
2011-01-28,,,,21.875,,,
2011-01-29,,,,11.542,,,
2011-01-30,,,,5.625,,,
2011-01-31,,,,20.917,,,
2011-02-01,,,,22.043,,,
2011-02-02,,,,8.0,,,
2011-02-03,,,,9.273,,,
2011-02-04,,,,23.0,,,
2011-02-05,,,,33.167,,,
2011-02-06,,,,21.042,,,
2011-02-07,,,,16.833,,,
2011-02-08,,,,6.083,,,
2011-02-09,,,,8.083,,,
2011-02-10,,,,7.167,,,
2011-02-11,,,,9.042,,,
2011-02-12,,,,12.208,,,
2011-02-13,,,,11.375,,,
2011-02-14,,,,4.583,,,
2011-02-15,,,,13.333,,,
2011-02-16,,,,8.083,,,
2011-02-17,,,,10.125,,,
2011-02-18,,,,9.625,,,
2011-02-19,,,,8.083,,,
2011-02-20,,,,9.75,,,
2011-02-21,,,,13.917,,,
2011-02-22,,,,12.375,,,
2011-02-23,,,,18.75,,,
2011-02-24,,,,31.458,,,
2011-02-25,,,,16.042,,,
2011-02-26,,,,9.042,,,
2011-02-27,,,,7.458,,,
2011-02-28,,,,9.417,,,
2011-03-01,,,,8.375,,,
2011-03-02,,,,4.227,,,
2011-03-03,,,,14.917,,,
2011-03-04,,,,13.25,,,
2011-03-05,,,,2.25,,,
2011-03-06,,,,10.375,,,
2011-03-07,,,,41.667,,,
2011-03-08,,,,38.125,,,
2011-03-09,,,,21.833,,,
2011-03-10,,,,15.417,,,
2011-03-11,,,,19.333,,,
2011-03-12,,,,13.542,,,
2011-03-13,,,,10.333,,,
2011-03-14,,,,16.458,,,
2011-03-15,,,,26.792,,,
2011-03-16,,,,19.167,,,
2011-03-17,,,,16.917,,,
2011-03-18,,,,15.333,,,
2011-03-19,,,,9.042,,,
2011-03-20,,,,10.958,,,
2011-03-21,,,,12.458,,,
2011-03-22,,,,12.958,,,
2011-03-23,,,,5.5,,,
2011-03-24,,,,18.292,,,
2011-03-25,,,,12.75,,,
2011-03-26,,,,13.042,,,
2011-03-27,,,,21.208,,,
2011-03-28,,,,33.875,,,
2011-03-29,,,,26.625,,,
2011-03-30,,,,25.318,,,
2011-03-31,,,,16.125,,,
2011-05-27,,,,10.583,,,
2011-05-28,,,,11.083,,,
2011-05-29,,,,4.042,,,
2011-05-30,,,,9.375,,,
2011-05-31,,,,4.292,,,
2011-06-01,,,,18.542,,,
2011-06-02,,,,27.167,,,
2011-06-03,,,,32.792,,,
2011-06-04,,,,24.875,,,
2011-06-05,,,,25.458,,,
2011-06-06,,,,27.333,,,
2011-06-07,,,,26.458,,,
2011-06-08,,,,11.0,,,
2011-06-09,,,,27.958,,,
2011-06-10,,,,28.75,,,
2011-06-11,,,,7.583,,,
2011-06-12,,,,8.042,,,
2011-06-13,,,,16.292,,,
2011-06-14,,,,40.125,,,
2011-06-15,,,,33.625,,,
2011-06-16,,,,13.792,,,
2011-06-17,,,,5.042,,,
2011-06-18,,,,7.583,,,
2011-06-19,,,,7.792,,,
2011-06-20,,,,5.792,,,
2011-06-21,,,,9.708,,,
2011-06-22,,,,9.25,,,
2011-06-23,,,,8.318,,,
2011-06-24,,,,11.542,,,
2011-06-25,,,,9.792,,,
2011-06-26,,,,6.75,,,
2011-06-27,,,,3.75,,,
2011-06-28,,,,12.125,,,
2011-06-29,,,,17.333,,,
2011-06-30,,,,16.773,,,
2011-07-01,,,,24.458,,,
2011-07-02,,,,33.458,,,
2011-07-03,,,,20.375,,,
2011-07-04,,,,13.208,,,
2011-07-05,,,,23.0,,,
2011-07-06,,,,10.917,,,
2011-07-07,,,,5.542,,,
2011-07-08,,,,11.042,,,
2011-07-09,,,,5.875,,,
2011-07-10,,,,7.833,,,
2011-07-11,,,,2.5,,,
2011-07-12,,,,3.0,,,
2011-07-13,,,,3.458,,,
2011-07-14,,,,3.625,,,
2011-07-15,,,,10.833,,,
2011-07-16,,,,13.5,,,
2011-07-17,,,,13.417,,,
2011-07-18,,,,9.792,,,
2011-07-19,,,,5.208,,,
2011-07-20,,,,12.167,,,
2011-07-21,,,,7.5,,,
2011-07-22,,,,10.042,,,
2011-07-23,,,,11.0,,,
2011-07-24,,,,15.0,,,
2011-07-25,,,,14.75,,,
2011-07-26,,,,10.125,,,
2011-07-27,,,,8.696,,,
2011-07-28,,,,12.625,,,
2011-07-29,,,,7.375,,,
2011-07-30,,,,11.25,,,
2011-07-31,,,,14.75,,,
2011-08-01,,,,13.625,,,
2011-08-02,,,,18.292,,,
2011-08-03,,,,4.542,,,
2011-08-04,,,,10.708,,,
2011-08-05,,,,14.5,,,
2011-08-06,,,,2.875,,,
2011-08-07,,,,3.25,,,
2011-08-08,,,,7.292,,,
2011-08-09,,,,18.304,,,
2011-08-10,,,,6.875,,,
2011-08-11,,,,6.458,,,
2011-08-12,,,,5.958,,,
2011-08-13,,,,8.458,,,
2011-08-14,,,,6.913,,,
2011-08-15,,,,12.833,,,
2011-08-16,,,,12.5,,,
2011-08-17,,,,14.739,,,
2011-08-18,,,,12.708,,,
2011-08-19,,,,6.958,,,
2011-08-20,,,,4.833,,,
2011-08-21,,,,3.739,,,
2011-08-22,,,,4.208,,,
2011-08-23,,,,5.458,,,
2011-08-24,,,,9.083,,,
2011-08-25,,,,9.958,,,
2011-08-26,,,,5.917,,,
2011-08-27,,,,7.375,,,
2011-08-28,,,,11.125,,,
2011-08-29,,,,13.0,,,
2011-08-30,,,,13.5,,,
2011-08-31,,,,17.292,,,
2011-09-01,,,,13.783,,,
2011-09-02,,,,4.375,,,
2011-09-03,,,,4.875,,,
2011-09-04,,,,5.125,,,
2011-09-05,,,,5.292,,,
2011-09-06,,,,6.0,,,
2011-09-07,,,,10.583,,,
2011-09-08,,,,21.458,,,
2011-09-09,,,,14.417,,,
2011-09-10,,,,6.625,,,
2011-09-11,,,,3.583,,,
2011-09-12,,,,6.783,,,
2011-09-13,,,,6.667,,,
2011-09-14,,,,6.833,,,
2011-09-15,,,,13.208,,,
2011-09-16,,,,12.333,,,
2011-09-17,,,,3.167,,,
2011-09-18,,,,3.708,,,
2011-09-19,,,,0.625,,,
2011-09-20,,,,0.25,,,
2011-09-21,,,,3.917,,,
2011-09-22,,,,4.042,,,
2011-09-23,,,,4.583,,,
2011-09-24,,,,6.875,,,
2011-09-25,,,,6.667,,,
2011-09-26,,,,13.292,,,
2011-09-27,,,,13.708,,,
2011-09-28,,,,14.333,,,
2011-09-29,,,,13.75,,,
2011-09-30,,,,13.958,,,
2011-10-01,,,,9.708,,,
2011-10-02,,,,6.042,,,
2011-10-03,,,,6.708,,,
2011-10-04,,,,7.708,,,
2011-10-05,,,,7.375,,,
2011-10-06,,,,14.25,,,
2011-10-07,,,,20.375,,,
2011-10-08,,,,16.542,,,
2011-10-09,,,,30.5,,,
2011-10-10,,,,34.708,,,
2011-10-11,,,,33.125,,,
2011-10-12,,,,33.667,,,
2011-10-13,,,,40.545,,,
2011-10-14,,,,17.5,,,
2011-10-15,,,,9.208,,,
2011-10-16,,,,22.917,,,
2011-10-17,,,,14.292,,,
2011-10-18,,,,9.292,,,
2011-10-19,,,,9.167,,,
2011-10-20,,,,13.167,,,
2011-10-21,,,,13.708,,,
2011-10-22,,,,1.792,,,
2011-10-23,,,,5.708,,,
2011-10-24,,,,6.625,,,
2011-10-25,,,,7.417,,,
2011-10-26,,,,8.083,,,
2011-10-27,,,,9.0,,,
2011-10-28,,,,14.458,,,
2011-10-29,,,,14.25,,,
2011-10-30,,,,10.292,,,
2011-10-31,,,,8.708,,,
2011-11-01,,,,8.375,,,
2011-11-02,,,,10.125,,,
2011-11-03,,,,11.833,,,
2011-11-04,,,,10.917,,,
2011-11-05,,,,5.542,,,
2011-11-06,,,,4.833,,,
2011-11-07,,,,9.25,,,
2011-11-08,,,,9.208,,,
2011-11-09,,,,9.545,,,
2011-11-10,,,,9.083,,,
2011-11-11,,,,9.75,,,
2011-11-12,,,,9.708,,,
2011-11-13,,,,32.042,,,
2011-11-14,,,,28.542,,,
2011-11-15,,,,12.083,,,
2011-11-16,,,,7.75,,,
2011-11-17,,,,19.917,,,
2011-11-18,,,,8.833,,,
2011-11-19,,,,6.667,,,
2011-11-20,,,,7.458,,,
2011-11-21,,,,6.0,,,
2011-11-22,,,,6.417,,,
2011-11-23,,,,15.0,,,
2011-11-24,,,,5.375,,,
2011-11-25,,,,9.583,,,
2011-11-26,,,,12.167,,,
2011-11-27,,,,18.208,,,
2011-11-28,,,,11.458,,,
2011-11-29,,,,15.542,,,
2011-11-30,,,,13.5,,,
2011-12-01,,,,0.625,,,
2011-12-02,,,,3.667,,,
2011-12-03,,,,0.542,,,
2011-12-04,,,,5.0,,,
2011-12-05,,,,9.292,,,
2011-12-06,,,,11.625,,,
2011-12-07,,,,10.125,,,
2011-12-08,,,,17.458,,,
2011-12-09,,,,5.435,,,
2011-12-10,,,,8.0,,,
2011-12-11,,,,11.958,,,
2011-12-12,,,,18.708,,,
2011-12-13,,,,18.625,,,
2011-12-14,,,,15.5,,,
2011-12-15,,,,15.917,,,
2011-12-16,,,,4.875,,,
2011-12-17,,,,6.083,,,
2011-12-18,,,,12.167,,,
2011-12-19,,,,6.458,,,
2011-12-20,,,,7.167,,,
2011-12-21,,,,24.542,,,
2011-12-22,,,,19.125,,,
2011-12-23,,,,5.0,,,
2011-12-24,,,,7.417,,,
2011-12-25,,,,6.375,,,
2011-12-26,,,,4.042,,,
2011-12-27,,,,6.875,,,
2011-12-28,,,,6.833,,,
2011-12-29,,,,15.5,,,
2011-12-30,,,,5.667,,,
2011-12-31,,,,3.583,,,
2012-01-01,,,,11.083,,,
2012-01-02,,,,21.958,,,
2012-01-03,,,,5.083,,,
2012-01-04,,,,7.818,,,
2012-01-05,,,,5.708,,,
2012-01-06,,,,13.458,,,
2012-01-07,,,,17.125,,,
2012-01-08,,,,20.0,,,
2012-01-09,,,,15.0,,,
2012-01-10,,,,5.125,,,
2012-01-11,,,,6.208,,,
2012-01-12,,,,12.167,,,
2012-01-13,,,,16.0,,,
2012-01-14,,,,15.792,,,
2012-01-15,,,,18.417,,,
2012-01-16,,,,19.625,,,
2012-01-17,,,,17.292,,,
2012-01-18,,,,13.833,,,
2012-01-19,,,,12.0,,,
2012-01-20,,,,17.167,,,
2012-01-21,,,,18.708,,,
2012-01-22,,,,4.208,,,
2012-01-23,,,,7.625,,,
2012-01-24,,,,27.375,,,
2012-01-25,,,,12.375,,,
2012-01-26,,,,16.958,,,
2012-01-27,,,,8.292,,,
2012-01-28,,,,10.458,,,
2012-01-29,,,,12.958,,,
2012-01-30,,,,30.333,,,
2012-01-31,,,,38.167,,,
2012-02-01,,,,21.545,,,
2012-02-02,,,,10.875,,,
2012-02-03,,,,12.583,,,
2012-02-04,,,,9.875,,,
2012-02-05,,,,17.667,,,
2012-02-06,,,,9.917,,,
2012-02-07,,,,16.542,,,
2012-02-08,,,,6.917,,,
2012-02-09,,,,11.042,,,
2012-02-10,,,,21.417,,,
2012-02-11,,,,19.083,,,
2012-02-12,,,,16.583,,,
2012-02-13,,,,18.292,,,
2012-02-14,,,,11.917,,,
2012-02-15,,,,16.25,,,
2012-02-16,,,,7.708,,,
2012-02-17,,,,6.542,,,
2012-02-18,,,,7.083,,,
2012-02-19,,,,10.958,,,
2012-02-20,,,,7.167,,,
2012-02-21,,,,21.042,,,
2012-02-22,,,,29.417,,,
2012-02-23,,,,18.375,,,
2012-02-24,,,,12.833,,,
2012-02-25,,,,13.417,,,
2012-02-26,,,,20.875,,,
2012-02-27,,,,17.875,,,
2012-02-28,,,,18.542,,,
2012-03-01,,,,14.318,,,
2012-03-02,,,,18.333,,,
2012-03-03,,,,15.167,,,
2012-03-04,,,,26.25,,,
2012-03-05,,,,29.833,,,
2012-03-06,,,,14.875,,,
2012-03-07,,,,24.792,,,
2012-03-08,,,,39.792,,,
2012-03-09,,,,54.458,,,
2012-03-10,,,,26.167,,,
2012-03-11,,,,13.042,,,
2012-03-12,,,,16.042,,,
2012-03-13,,,,14.333,,,
2012-03-14,,,,10.958,,,
2012-03-15,,,,10.0,,,
2012-03-16,,,,15.25,,,
2012-03-17,,,,20.792,,,
2012-03-18,,,,14.0,,,
2012-03-19,,,,58.333,,,
2012-03-20,,,,34.375,,,
2012-03-21,,,,6.833,,,
2012-03-22,,,,9.875,,,
2012-03-23,,,,16.125,,,
2012-03-24,,,,25.958,,,
2012-03-25,,,,15.917,,,
2012-03-26,,,,10.833,,,
2012-03-27,,,,11.125,,,
2012-03-28,,,,15.333,,,
2012-03-29,,,,23.045,,,
2012-03-30,,,,14.625,,,
2012-03-31,,,,11.458,,,
2012-04-01,,,,16.542,,,
2012-04-02,,,,14.917,,,
2012-04-03,,,,15.667,,,
2012-04-04,,,,14.542,,,
2012-04-05,,,,25.417,,,
2012-04-06,,,,12.125,,,
2012-04-07,,,,13.958,,,
2012-04-08,,,,18.083,,,
2012-04-09,,,,26.208,,,
2012-04-10,,,,24.75,,,
2012-04-11,,,,5.708,,,
2012-04-12,,,,16.833,,,
2012-04-13,,,,9.792,,,
2012-04-14,,,,12.875,,,
2012-04-15,,,,15.625,,,
2012-04-16,,,,19.75,,,
2012-04-17,,,,20.375,,,
2012-04-18,,,,18.5,,,
2012-04-19,,,,20.167,,,
2012-04-20,,,,17.917,,,
2012-04-21,,,,7.083,,,
2012-04-22,,,,2.667,,,
2012-04-23,,,,39.208,,,
2012-04-24,,,,39.875,,,
2012-04-25,,,,26.458,,,
2012-04-26,,,,6.625,,,
2012-04-27,,,,12.545,,,
2012-04-28,,,,20.083,,,
2012-04-29,,,,16.375,,,
2012-04-30,,,,9.0,,,
2012-05-01,,,,8.958,,,
2012-05-02,,,,6.958,,,
2012-05-03,,,,6.417,,,
2012-05-04,,,,5.667,,,
2012-05-05,,,,18.0,,,
2012-05-06,,,,26.958,,,
2012-05-07,,,,61.167,,,
2012-05-08,,,,60.875,,,
2012-05-09,,,,30.917,,,
2012-05-10,,,,23.25,,,
2012-05-11,,,,3.25,,,
2012-05-12,,,,5.333,,,
2012-05-13,,,,11.208,,,
2012-05-14,,,,19.792,,,
2012-05-15,,,,5.792,,,
